Year,Group,Cohort,Occupation Number,Weighted Total People in Occ,Avg Occ Income,Education,Wage
2000,1,3,45,229033,38678,12.73,16.951
2000,1,3,46,214735,34754.5,12.33,15.271
2000,1,3,47,1573210,32891.7,12.03,14.449
2000,1,3,48,24535,33910.7,11.8,13.664
2000,1,3,49,280249,45037.3,12.68,18.659
2000,1,3,50,164845.5,37606.1,12.33,16.094
2000,1,3,51,24372,29233.2,12.23,12.487
2000,1,3,52,13043.5,28192.5,11.99,12.314
2000,1,3,53,31446.5,33907.1,12.97,14.965
2000,1,3,54,53407,28842.4,11.69,12.651
2000,1,3,55,69346,45145.4,12.65,19.941
2000,1,3,56,45480,30042.4,11.81,13.218
2000,1,3,57,22801,33471.9,11.93,14.407
2000,1,3,58,108313.5,29972.9,11.89,13.136
2000,1,3,59,69027.5,35579,12.32,16.019
2000,1,3,60,39207,25337.9,11.46,11.356
2000,1,3,61,307441,32212.1,11.92,14.29
2000,1,3,62,286869,30829.3,11.94,13.646
2000,1,3,63,100882,37652.3,12.72,16.327
2000,1,3,64,828715,32405.1,12.01,13.054
2000,1,3,65,159373,34784.4,11.97,14.65
2000,1,3,66,274252.5,26305.3,11.79,11.85
2000,2,3,0,5731210,,13.04,
2000,2,3,1,1046614,48864.7,14.64,21.092
2000,2,3,2,915724,37690.1,14.17,17.325
2000,2,3,3,10003.5,43290.7,16.8,19.634
2000,2,3,4,45664.5,52165.9,15.7,23.721
2000,2,3,5,154780.5,45389.6,14.7,20.869
2000,2,3,6,43575,44216.3,17.48,20.279
2000,2,3,7,73716,95703.6,18.82,40.488
2000,2,3,8,532850.5,37447.7,15.29,18.903
2000,2,3,9,104767,32399.4,16.19,16.489
2000,2,3,10,84761,29030.2,17.83,13.123
2000,2,3,11,908064.5,13252.2,16,6.339
2000,2,3,12,26393.5,24726.1,17.1,12.008
2000,2,3,13,36779,41828.2,17.69,19.982
2000,2,3,14,131109,25726.3,15.7,12.552
2000,2,3,15,77386.5,83357.1,18.78,35.592
2000,2,3,16,210668.5,31521.5,14.94,14.764
2000,2,3,17,264072.5,28001.7,13.85,14.188
2000,2,3,18,42362.5,30812.4,13.62,14.579
2000,2,3,19,10526,34040.8,13.56,15.812
2000,2,3,20,193973.5,42928.6,14.59,20.335
2000,2,3,21,1091535.5,30352,13.17,13.791
2000,2,3,22,758059.5,23406,12.93,11.564
2000,2,3,23,201162,19000.3,12.89,9.436
2000,2,3,24,87515.5,19345.5,13,9.539
2000,2,3,25,427484,23446,12.83,11.601
2000,2,3,26,16242,28403.1,12.67,13.677
2000,2,3,27,44542,24585.5,12.89,11.833
2000,2,3,28,71686,27969.9,12.62,13.412
2000,2,3,29,220702,23245.1,12.53,10.906
2000,2,3,30,367357,26655.5,13.07,12.73
2000,2,3,31,401021,21038.2,12.91,10.398
2000,2,3,32,121055,11533.3,11.2,6.115
2000,2,3,33,3743,41730.9,13.74,16.926
2000,2,3,34,51218.5,38506.5,13.75,17.666
2000,2,3,35,28300.5,22426.2,12.93,10.495
2000,2,3,36,426875,12014.4,12.03,6.107
2000,2,3,37,332518,17750.3,12.49,8.946
2000,2,3,38,88474,15453.9,11.62,7.636
2000,2,3,39,368420.5,16845,12.95,8.251
2000,2,3,40,20316.5,21938.3,13.04,9.312
2000,2,3,41,25912.5,12267.8,11.62,5.525
2000,2,3,42,33305,16149,12.51,7.776
2000,2,3,43,3452.5,21134.4,12.94,9.63
2000,2,3,44,21111,32871.2,12.54,14.599
2000,2,3,45,19813,32476.8,13.13,14.898
2000,2,3,46,13654.5,25425.1,12.51,11.723
2000,2,3,47,50057,22955.6,12.35,10.533
2000,2,3,48,773,33763.4,11.2,14.949
2000,2,3,49,66633.5,31983.8,12.72,14.053
2000,2,3,50,8928.5,26603.2,12.16,11.966
2000,2,3,51,2533,17283.3,11.88,8.163
2000,2,3,52,13717.5,16213.9,12.37,7.534
2000,2,3,53,70860,20919.7,12.77,10.446
2000,2,3,54,31155,17108,11.75,8.195
2000,2,3,55,4068.5,37598.9,13.02,17.075
2000,2,3,56,13145,20611,11.66,9.434
2000,2,3,57,5572,20430.1,11.73,9.399
2000,2,3,58,37804.5,20472.6,11.69,9.415
2000,2,3,59,21534,21434.5,12.45,10.221
2000,2,3,60,79632,15357.8,11.16,7.361
2000,2,3,61,138307,20554,11.67,9.556
2000,2,3,62,131048,20327.7,11.75,9.504
2000,2,3,63,70386.5,22927.7,12.24,10.604
2000,2,3,64,115660,17007,12.18,7.812
2000,2,3,65,5619.5,25858.7,12.6,11.586
2000,2,3,66,106566,17301.2,11.55,8.318
2000,3,3,0,829003.5,,11.63,
2000,3,3,1,99381.5,52057.4,14.7,21.325
2000,3,3,2,65496.5,43411,14.56,18.832
2000,3,3,3,1495,51266.3,15.84,22.189
2000,3,3,4,17512,55221.2,15.58,24.635
2000,3,3,5,26448.5,46840.8,14.55,20.957
2000,3,3,6,3722,45856.6,16.88,20.723
2000,3,3,7,7824.5,139065.3,18.86,52.009
2000,3,3,8,6906,48605,15.51,21.358
2000,3,3,9,3572,33909.4,14.7,15.632
2000,3,3,10,6445.5,35676.6,17.37,16.227
2000,3,3,11,34004.5,25633.8,15.53,11.808
2000,3,3,12,613.5,25178.3,15.99,10.891
2000,3,3,13,1540,50016.8,16.9,21.666
2000,3,3,14,17966.5,30586.2,15.04,13.526
2000,3,3,15,5487,82248.3,18.58,31.373
2000,3,3,16,15867.5,36698.2,14.38,16.224
2000,3,3,17,10988,36691.1,13.7,16.89
2000,3,3,18,13134.5,36621.4,13.3,16.734
2000,3,3,19,2260,39616.7,13.67,18.176
2000,3,3,20,20257,53159,15.02,24.297
2000,3,3,21,93760.5,36736.7,13.6,15.601
2000,3,3,22,3774,28440.2,13.65,13.178
2000,3,3,23,7103,26734.4,13.25,12.528
2000,3,3,24,5459,24539.1,12.98,11.55
2000,3,3,25,7761,27143.5,13.47,12.751
2000,3,3,26,6618.5,34523.3,12.79,15.324
2000,3,3,27,6003,33514.2,13.54,15.24
2000,3,3,28,24241,31915.5,12.84,14.567
2000,3,3,29,54485.5,25897.6,12.41,11.775
2000,3,3,30,21179,31286.7,13.78,14.264
2000,3,3,31,13331.5,28481.6,13.32,13.047
2000,3,3,32,8046,16755.7,11.65,8.013
2000,3,3,33,8815,43669.3,13.14,17.513
2000,3,3,34,46005,40954.4,13.36,18.413
2000,3,3,35,35106.5,23910.9,12.63,10.896
2000,3,3,36,59340,17282.4,11.98,7.915
2000,3,3,37,22228,22768.2,12.63,10.634
2000,3,3,38,64764,20445.2,11.93,9.521
2000,3,3,39,21735,26242.3,13.26,12.232
2000,3,3,40,1152.5,15925.5,11.04,7.036
2000,3,3,41,5780,12610.1,10.85,5.714
2000,3,3,42,21109.5,16909.9,11.72,7.837
2000,3,3,43,3888.5,18356.3,11.3,7.632
2000,3,3,44,55080.5,29186.8,12.22,13.088
2000,3,3,45,24162.5,34377.8,12.99,15.54
2000,3,3,46,20213.5,26110.2,12.25,12.024
2000,3,3,47,125674,23377.2,11.94,10.643
2000,3,3,48,1328.5,37219.1,12.14,16.495
2000,3,3,49,27257.5,35553.7,12.76,15.44
2000,3,3,50,8944.5,28969.2,12.31,12.995
2000,3,3,51,1334,24264.1,12.01,10.387
2000,3,3,52,1751.5,23755,11.83,10.787
2000,3,3,53,4850.5,26073,12.9,11.876
2000,3,3,54,8461.5,22363.5,11.94,10.321
2000,3,3,55,8013,35774.8,12.59,16.075
2000,3,3,56,7150,26166.7,12.13,11.5
2000,3,3,57,2575,28081.8,11.79,12.742
2000,3,3,58,15464,25690.7,12.09,11.705
2000,3,3,59,6742.5,29139.3,12.56,13.607
2000,3,3,60,11158.5,20246.3,11.55,9.421
2000,3,3,61,59258.5,27130.5,12.09,12.218
2000,3,3,62,39706.5,27355.9,12.05,12.465
2000,3,3,63,12004.5,30071.4,12.63,13.624
2000,3,3,64,167061,27339.6,12.25,11.653
2000,3,3,65,14944.5,31087.1,12.11,13.456
2000,3,3,66,73391,21538.4,11.95,9.846
2000,4,3,0,935639,,12.05,
2000,4,3,1,115575,38401.2,14.61,17.1
2000,4,3,2,133768.5,33671.5,14.25,15.694
2000,4,3,3,262,34771,17.08,16.427
2000,4,3,4,4084,49349.2,15.34,22.457
2000,4,3,5,22853.5,41009.4,14.46,19.137
2000,4,3,6,2549,38965,17.13,17.846
2000,4,3,7,7151,93454.2,18.54,36.698
2000,4,3,8,63890.5,37886.9,15,18.143
2000,4,3,9,9426.5,31882.5,15.28,15.481
2000,4,3,10,8543.5,30739,16.75,13.981
2000,4,3,11,127559,16331.6,15.14,7.962
2000,4,3,12,2198,22697.1,16.76,11.423
2000,4,3,13,2705.5,39967.8,16.6,18.732
2000,4,3,14,34490.5,27665.9,15.25,13.378
2000,4,3,15,6896.5,59137.4,18.5,25.3
2000,4,3,16,10403.5,34303.6,14.66,16.037
2000,4,3,17,51730.5,25819.8,13.16,12.371
2000,4,3,18,5119,30958.7,13.31,14.509
2000,4,3,19,1655,31836,13.45,14.547
2000,4,3,20,22412.5,41527.1,14.66,19.5
2000,4,3,21,128450.5,21879.9,12.92,10.23
2000,4,3,22,100167,24621.2,13.13,11.975
2000,4,3,23,34565,19189,12.89,9.25
2000,4,3,24,19881,21378,13.04,10.314
2000,4,3,25,49357,24687.7,13.08,11.727
2000,4,3,26,8382.5,30778.1,13.06,14.491
2000,4,3,27,12406,23175,12.99,11.211
2000,4,3,28,21714,27884.7,12.88,13.094
2000,4,3,29,34989,21772.2,12.6,10.356
2000,4,3,30,87328,25746.9,13.37,12.272
2000,4,3,31,84999.5,21558.8,13.04,10.429
2000,4,3,32,42094,12160.4,11.33,6.125
2000,4,3,33,543,36073.5,13.51,14.914
2000,4,3,34,25316,34423.7,13.37,15.985
2000,4,3,35,16219,18321,12.58,8.757
2000,4,3,36,76259,12542.8,11.86,6.162
2000,4,3,37,145404,17726.4,12.17,8.54
2000,4,3,38,29214,14426.1,11.73,7.191
2000,4,3,39,72222.5,17947.4,12.81,8.392
2000,4,3,40,95,6993.7,12.37,2.836
2000,4,3,41,1511,13598.7,11.29,6.566
2000,4,3,42,2355,15259.9,11.61,7.202
2000,4,3,43,407,16269.3,11.59,7.442
2000,4,3,44,4301.5,31315,12.85,14.396
2000,4,3,45,4161,39382.3,13.19,18.502
2000,4,3,46,1852,28115.4,12.35,13.348
2000,4,3,47,5899.5,24267.5,12.15,11.373
2000,4,3,48,136,22266.2,12.95,10.705
2000,4,3,49,10853.5,27663.8,12.77,12.486
2000,4,3,50,1312,24366.9,12.19,10.856
2000,4,3,51,382,14380.6,11.95,6.917
2000,4,3,52,1743.5,16489.7,12.39,7.986
2000,4,3,53,8020,23246.3,13.05,11.183
2000,4,3,54,7332,16052.1,11.81,7.716
2000,4,3,55,1002.5,28768.5,12.4,13.398
2000,4,3,56,2086.5,18868.8,11.93,8.495
2000,4,3,57,1144,18240.8,11.79,8.571
2000,4,3,58,9370,21490.5,11.99,9.918
2000,4,3,59,2710,19112.1,12.37,9.06
2000,4,3,60,30392,15604.9,11.74,7.492
2000,4,3,61,37713,18514.9,11.99,8.709
2000,4,3,62,30824,20593.1,12.06,9.617
2000,4,3,63,17572,21415.5,12.35,10.033
2000,4,3,64,28105,18877.9,12.36,8.752
2000,4,3,65,1627,31492,12.77,14.044
2000,4,3,66,26270.5,18305.2,11.98,8.841
2000,10,4,0,8340073.5,,12.42,
2000,10,4,1,2837520,74527.2,15.14,
2000,10,4,2,1576145.5,52520.2,14.67,
2000,10,4,3,44498.5,71720.3,16.68,
2000,10,4,4,358652,68898,15.72,
2000,10,4,5,329401,58118.3,15.04,
2000,10,4,6,113265.5,64902.9,17.46,
2000,10,4,7,244730,162461.4,18.89,
2000,10,4,8,627024,43961.1,15.44,
2000,10,4,9,114020.5,39956,16.47,
2000,10,4,10,252049.5,44674.2,18.15,
2000,10,4,11,1698766,18794.4,16.81,
2000,10,4,12,75253,29115.6,17.55,
2000,10,4,13,89664.5,57739.9,18.17,
2000,10,4,14,307275,32671.1,16.28,
2000,10,4,15,253691,126624.4,18.8,
2000,10,4,16,386560,42478,15.02,
2000,10,4,17,323986,33554.9,13.87,
2000,10,4,18,180779.5,42518.7,13.52,
2000,10,4,19,30525.5,41306.9,13.47,
2000,10,4,20,378847,62104.5,15.05,
2000,10,4,21,2376233,48189,13.69,
2000,10,4,22,912836,26057.5,12.99,
2000,10,4,23,251022,22770.4,13.07,
2000,10,4,24,131190,22883.6,13.2,
2000,10,4,25,465278,27042.3,12.9,
2000,10,4,26,40391.5,35015.6,13,
2000,10,4,27,82761,32046.3,13.07,
2000,10,4,28,210382.5,35536.3,13,
2000,10,4,29,479639.5,32516.2,12.75,
2000,10,4,30,472503.5,32608.3,13.36,
2000,10,4,31,515308,26179.2,13.06,
2000,10,4,32,154762.5,14639.1,11.07,
2000,10,4,33,70922,53488.2,13.48,
2000,10,4,34,261458,47067.8,13.87,
2000,10,4,35,143346,29989.4,13.02,
2000,10,4,36,477384,16338.9,11.93,
2000,10,4,37,411284.5,20449.7,12.39,
2000,10,4,38,384433.5,24138.2,11.82,
2000,10,4,39,451896.5,22584.3,12.97,
2000,10,4,40,155733.5,34954.9,13.13,
2000,10,4,41,65995,18174.2,10.86,
2000,10,4,42,142986.5,23828.7,12.2,
2000,10,4,43,36197.5,26392.3,11.83,
2000,10,4,44,577079.5,39183.9,12.28,
2000,10,4,45,220845.5,42864.7,12.88,
2000,10,4,46,212937,36942.8,12.51,
2000,10,4,47,1149279,34543,12.24,
2000,10,4,48,22221,36749.5,12,
2000,10,4,49,308909,46434.3,12.82,
2000,10,4,50,154831.5,39101.4,12.37,
2000,10,4,51,20243.5,28638.8,12.69,
2000,10,4,52,31716.5,22490.2,11.97,
2000,10,4,53,80712.5,29168.8,12.94,
2000,10,4,54,71630.5,25489.4,11.87,
2000,10,4,55,71542.5,44975.9,12.73,
2000,10,4,56,53395.5,32189.8,11.77,
2000,10,4,57,24698,34429.4,11.87,
2000,10,4,58,134207.5,30259.5,11.79,
2000,10,4,59,62866.5,32661.9,12.51,
2000,10,4,60,142634,18664.7,11.23,
2000,10,4,61,402614.5,30737.4,11.84,
2000,10,4,62,369154,29710,11.87,
2000,10,4,63,185999.5,33964.8,12.58,
2000,10,4,64,908421,31624.3,12.11,
2000,10,4,65,159296,38663.9,12.08,
2000,10,4,66,344523.5,26133.1,11.75,
2000,1,4,0,2200804.5,,12.17,
2000,1,4,1,1742056,89268.6,15.31,35.387
2000,1,4,2,657495,70709.3,15.52,29.589
2000,1,4,3,37347.5,77036,16.65,31.195
2000,1,4,4,324037,70632.2,15.78,30.383
2000,1,4,5,194973.5,64401.1,15.32,28.093
2000,1,4,6,83844.5,69779.9,17.49,30.025
2000,1,4,7,195273,173983.8,18.92,67.761
2000,1,4,8,67448.5,65595.7,16.26,29.021
2000,1,4,9,28851,59541.3,16.28,26.088
2000,1,4,10,124305,55534.7,18.21,23.124
2000,1,4,11,354296,27923.8,17.44,12.576
2000,1,4,12,12992,40659.3,17.81,18.6
2000,1,4,13,43544,72566.1,18.14,30.945
2000,1,4,14,124657,36507.3,16.88,14.96
2000,1,4,15,190585,138898.5,18.86,54.899
2000,1,4,16,198041,50320.6,15.13,21.56
2000,1,4,17,53739,48013.7,14.71,21.205
2000,1,4,18,138401.5,44759.7,13.54,20.063
2000,1,4,19,16957.5,46744.7,13.67,20.656
2000,1,4,20,226706,72200.4,15.44,32.209
2000,1,4,21,1317831.5,61811.4,14.12,25.19
2000,1,4,22,21407.5,41738.6,14.43,18.293
2000,1,4,23,27734,37305.8,14.26,16.332
2000,1,4,24,18902.5,34769.1,13.77,15.789
2000,1,4,25,34828.5,39001.4,14.03,17.414
2000,1,4,26,16406,38738.6,13.35,17.609
2000,1,4,27,25281,43642,13.82,19.863
2000,1,4,28,121357.5,38571.3,13.18,17.42
2000,1,4,29,254594,38126.4,12.97,16.605
2000,1,4,30,110634.5,45183.9,14.32,19.762
2000,1,4,31,63895.5,41979.7,14.04,18.829
2000,1,4,32,12146.5,19418.4,11.29,9.23
2000,1,4,33,63452,54018.2,13.49,21.135
2000,1,4,34,192355.5,49704.7,13.94,22.141
2000,1,4,35,83164,32787.4,13.25,14.616
2000,1,4,36,114575,24519.3,12.25,10.611
2000,1,4,37,30101.5,32833.2,13.54,14.773
2000,1,4,38,228812.5,27270.1,12.05,12.46
2000,1,4,39,87237.5,35413.5,13.73,15.754
2000,1,4,40,133794,36609.5,13.14,13.091
2000,1,4,41,43972.5,21045.9,10.71,8.416
2000,1,4,42,103344,25660.8,12.2,11.371
2000,1,4,43,30771,27594.3,11.84,11.417
2000,1,4,44,513090.5,39579.8,12.27,17.029
2000,1,4,45,183496.5,43715.1,12.85,19.264
2000,1,4,46,185016.5,37770.8,12.52,16.638
2000,1,4,47,1027689.5,35488,12.27,15.672
2000,1,4,48,20284,37238.5,12.01,15.579
2000,1,4,49,225327.5,50424.2,12.89,21.156
2000,1,4,50,137051,39762.9,12.38,17.172
2000,1,4,51,17296,29584,12.82,12.773
2000,1,4,52,12347.5,29021.1,11.75,12.614
2000,1,4,53,26821,40327.5,13.24,17.668
2000,1,4,54,39692,31570.3,12,13.865
2000,1,4,55,62193,45530.8,12.76,20.503
2000,1,4,56,37076,35131.6,11.84,15.246
2000,1,4,57,17733.5,36654.7,11.9,15.852
2000,1,4,58,83909.5,33521.7,11.9,14.607
2000,1,4,59,42151,36330,12.57,16.498
2000,1,4,60,27643,26755.6,11.38,12.185
2000,1,4,61,223178,35389,11.95,15.726
2000,1,4,62,205065,33789.2,11.94,14.98
2000,1,4,63,96320.5,41410.8,12.95,18.198
2000,1,4,64,680135,33789,12.1,13.656
2000,1,4,65,141230.5,39092.8,12.08,16.19
2000,1,4,66,203666,29135.8,11.87,13.193
2000,2,4,0,4757061,,12.73,
2000,2,4,1,925967.5,50163.2,14.81,21.538
2000,2,4,2,777316,38701.2,13.98,17.653
2000,2,4,3,5849,41372.9,16.88,19.279
2000,2,4,4,21829,49670,15,22.491
2000,2,4,5,105970.5,48565.7,14.67,22.252
2000,2,4,6,25366,50726.9,17.5,23.019
2000,2,4,7,39072,104720.6,18.81,43.077
2000,2,4,8,502695.5,39640.6,15.35,19.444
2000,2,4,9,77010,31598.8,16.67,15.588
2000,2,4,10,112576.5,32098.3,18.13,14.133
2000,2,4,11,1181927.5,15556.9,16.72,7.319
2000,2,4,12,58410,25838,17.53,12.618
2000,2,4,13,42881.5,41495.1,18.25,19.989
2000,2,4,14,138858,28711.3,15.97,13.768
2000,2,4,15,53533,87973.9,18.63,37.413
2000,2,4,16,171882,32290.8,14.95,14.919
2000,2,4,17,223565.5,29657.3,13.81,14.748
2000,2,4,18,30176,32608.3,13.51,15.34
2000,2,4,19,9493,33013.3,13.21,15.232
2000,2,4,20,130993,43658.2,14.45,20.416
2000,2,4,21,929331.5,30327.4,13.12,13.678
2000,2,4,22,818481.5,25049.7,12.95,12.236
2000,2,4,23,196802,19791.3,12.9,9.79
2000,2,4,24,94530,19783.1,13.14,9.745
2000,2,4,25,397033.5,25256.5,12.8,12.364
2000,2,4,26,13690.5,29475.9,12.66,14.142
2000,2,4,27,42301,25857.6,12.71,12.399
2000,2,4,28,55362.5,29427.4,12.66,13.978
2000,2,4,29,169286,24869.4,12.49,11.596
2000,2,4,30,299415,28195.8,13.02,13.377
2000,2,4,31,382111.5,22941.7,12.9,11.201
2000,2,4,32,98621.5,13021.8,11.06,6.825
2000,2,4,33,1210.5,38915.2,13.66,17.059
2000,2,4,34,34081,36726.4,13.7,17
2000,2,4,35,25266.5,24645.7,12.84,11.439
2000,2,4,36,286852.5,12443.1,11.87,6.219
2000,2,4,37,268172.5,18504.5,12.42,9.176
2000,2,4,38,77334.5,16671.9,11.44,8.309
2000,2,4,39,299895.5,17675.8,12.78,8.69
2000,2,4,40,20231,22578.3,13.23,9.98
2000,2,4,41,15964.5,11992.9,11.68,5.32
2000,2,4,42,22047,18362.9,12.72,8.556
2000,2,4,43,2484.5,20445.4,12.72,9.231
2000,2,4,44,14588,40029.4,12.72,17.831
2000,2,4,45,16801.5,38051.6,12.96,17.634
2000,2,4,46,9046,26533.8,12.86,12.237
2000,2,4,47,28877.5,25083.9,12.51,11.622
2000,2,4,48,495,26482.4,11.68,12.571
2000,2,4,49,52982.5,33105.8,12.62,14.585
2000,2,4,50,7692.5,26109.8,12.14,12
2000,2,4,51,1799.5,21944.7,12.32,10.681
2000,2,4,52,16417,15623.9,12.12,7.418
2000,2,4,53,46382.5,22117.1,12.81,10.907
2000,2,4,54,21907,16112.5,11.78,7.783
2000,2,4,55,2756,41494.4,12.7,19.18
2000,2,4,56,10533.5,22017.6,11.65,10.239
2000,2,4,57,3849.5,23988.7,11.62,10.933
2000,2,4,58,31920,22377.5,11.5,10.23
2000,2,4,59,14854.5,22723.8,12.49,10.807
2000,2,4,60,79968.5,15338.7,11.12,7.384
2000,2,4,61,110056.5,21824.9,11.56,10.167
2000,2,4,62,112982.5,21915.6,11.71,10.195
2000,2,4,63,64296.5,24327.6,12.15,11.191
2000,2,4,64,87473.5,16774.4,12.19,7.734
2000,2,4,65,2902.5,29295.6,12.47,13.295
2000,2,4,66,76205.5,18000.7,11.41,8.704
2000,3,4,0,611375.5,,11.59,
2000,3,4,1,75686,61529.9,15.23,25.568
2000,3,4,2,48649,45137.7,14.92,20.132
2000,3,4,3,992,52557.2,16.64,22.756
2000,3,4,4,11078.5,56916.4,15.75,25.461
2000,3,4,5,13631,52001.3,14.78,23.503
2000,3,4,6,2758.5,48592.4,16.75,22.163
2000,3,4,7,7654.5,149569.3,18.69,56.928
2000,3,4,8,4788.5,54378.6,15.76,24.592
2000,3,4,9,2697.5,45936.6,14.87,22.004
2000,3,4,10,6300,45561.3,17.98,20.78
2000,3,4,11,34216.5,26028.2,16.2,12.148
2000,3,4,12,615,31551.9,16.04,14.837
2000,3,4,13,1642,51865.4,17.72,23.214
2000,3,4,14,16299.5,33535.1,15.72,14.813
2000,3,4,15,5239,101942.9,18.64,40.111
2000,3,4,16,10474,40219.3,14.37,18.095
2000,3,4,17,7189,40109.3,13.91,18.698
2000,3,4,18,8911.5,41891,13.34,19.067
2000,3,4,19,2631,39575.4,13.47,17.831
2000,3,4,20,9480.5,55222.2,14.96,24.767
2000,3,4,21,58387.5,38034.7,13.78,16.075
2000,3,4,22,1763,30215.1,14.14,14.1
2000,3,4,23,4196.5,31349.1,13.78,15.085
2000,3,4,24,4416.5,24361.3,12.94,11.526
2000,3,4,25,3677.5,32874.2,13.64,15.282
2000,3,4,26,4410,37989.4,13.12,17.344
2000,3,4,27,4427.5,34987,13.11,16.227
2000,3,4,28,20085.5,34961,13,16.069
2000,3,4,29,33765,29873.4,12.51,13.621
2000,3,4,30,11983.5,34692.2,13.91,16.018
2000,3,4,31,9025.5,31176,13.53,14.525
2000,3,4,32,7507.5,19604,11.34,9.434
2000,3,4,33,6060.5,50533.3,13.35,20.48
2000,3,4,34,24360,46045.4,13.78,20.765
2000,3,4,35,24984.5,26859.5,12.67,12.451
2000,3,4,36,24533,18604.5,11.96,8.496
2000,3,4,37,13510.5,24673.3,12.51,11.788
2000,3,4,38,53222,21982.1,11.62,10.293
2000,3,4,39,14802.5,30684.8,13.42,14.161
2000,3,4,40,1531.5,22428.8,11.2,8.176
2000,3,4,41,4948.5,12565.3,9.63,5.572
2000,3,4,42,16038,18665.9,11.53,8.536
2000,3,4,43,2810.5,16159.8,10.91,7.161
2000,3,4,44,46284.5,34049.7,12.16,15.004
2000,3,4,45,16405.5,37690.2,12.98,16.989
2000,3,4,46,16971,32859.9,12.24,15.1
2000,3,4,47,89267,25943,11.79,11.924
2000,3,4,48,1390,29976.2,11.98,12.714
2000,3,4,49,21662.5,41954.8,12.76,18.377
2000,3,4,50,8552,41055.5,12.47,18.34
2000,3,4,51,987,21735.5,11.11,10.293
2000,3,4,52,1604,35811.2,12.29,15.308
2000,3,4,53,3078,31218.4,12.8,14.316
2000,3,4,54,5904.5,22723.7,11.63,10.436
2000,3,4,55,6074.5,41124.8,12.42,19.257
2000,3,4,56,3843,33895.1,11.67,14.885
2000,3,4,57,2216.5,37221.9,11.99,17.271
2000,3,4,58,12155.5,31052.5,11.83,13.954
2000,3,4,59,3701,34182.4,12.12,15.909
2000,3,4,60,9609,25678.9,11.55,11.82
2000,3,4,61,41277.5,32907,12.01,15.026
2000,3,4,62,29858,31971,11.96,14.504
2000,3,4,63,10549.5,36742.5,12.73,16.559
2000,3,4,64,123013,30416.2,12.06,13.107
2000,3,4,65,14527,35679.9,11.92,15.763
2000,3,4,66,49024.5,26244.3,11.81,12.119
2000,4,4,0,770832.5,,11.83,
2000,4,4,1,93810.5,44474.9,15.11,19.789
2000,4,4,2,92685.5,37174.2,14.2,17.314
2000,4,4,3,310,37050.6,16.54,16.389
2000,4,4,4,1707.5,46091.9,14.22,21.615
2000,4,4,5,14826,44542.2,14.19,21.064
2000,4,4,6,1296.5,43723.9,16.16,20.63
2000,4,4,7,2730.5,103585.9,18.74,43.66
2000,4,4,8,52091.5,40941.7,15.15,19.473
2000,4,4,9,5462,31795.3,15.4,15.587
2000,4,4,10,8868,36919.5,17.64,17.297
2000,4,4,11,128326,18661.5,16.08,9.167
2000,4,4,12,3236,30092.2,17.08,14.491
2000,4,4,13,1597,36727.7,17.6,18.156
2000,4,4,14,27460.5,29778.7,15.42,14.287
2000,4,4,15,4334,64201.6,18.14,27.931
2000,4,4,16,6163,36160.6,14.86,16.318
2000,4,4,17,39492.5,27894.1,13.04,13.438
2000,4,4,18,3290.5,35177,13.07,16.725
2000,4,4,19,1444,32317,12.8,15.208
2000,4,4,20,11667.5,44854.5,14.28,21.15
2000,4,4,21,70682.5,24399,12.94,11.265
2000,4,4,22,71184,27118.6,13.02,13.168
2000,4,4,23,22289.5,22814.8,12.93,11.199
2000,4,4,24,13341,22968.7,12.96,11.081
2000,4,4,25,29738.5,26036.1,12.88,12.431
2000,4,4,26,5885,33815.4,12.71,15.836
2000,4,4,27,10751.5,26167.5,12.69,12.679
2000,4,4,28,13577,30646.1,12.74,14.464
2000,4,4,29,21994.5,26853.5,12.51,12.765
2000,4,4,30,50470.5,28340.5,13.19,13.564
2000,4,4,31,60275.5,25392.3,12.92,12.307
2000,4,4,32,36487,13438.2,10.99,6.78
2000,4,4,33,199,33517.1,13.24,15.421
2000,4,4,34,10661.5,33071.3,13.31,15.301
2000,4,4,35,9931,24876.1,12.45,11.844
2000,4,4,36,51423.5,14389.5,11.56,7.03
2000,4,4,37,99500,18861.5,11.95,9.104
2000,4,4,38,25064.5,18287.6,11.4,8.833
2000,4,4,39,49961,19855.2,12.71,9.195
2000,4,4,40,177,14571.2,11.4,6.637
2000,4,4,41,1109.5,8000.3,10.68,3.775
2000,4,4,42,1557.5,15076.6,11.7,6.995
2000,4,4,43,131.5,24781,12.09,11.987
2000,4,4,44,3116.5,35993.1,12.58,15.684
2000,4,4,45,4142,40787.1,13.22,19.282
2000,4,4,46,1903.5,30745.1,12.3,14.435
2000,4,4,47,3445,24920.6,12.14,11.484
2000,4,4,48,52,29923.1,12,12.913
2000,4,4,49,8936.5,32521.2,12.63,14.641
2000,4,4,50,1536,30169.5,12.17,14.073
2000,4,4,51,161,29033.5,11.75,13.986
2000,4,4,52,1348,23937.6,11.82,11.689
2000,4,4,53,4431,26203,12.62,12.449
2000,4,4,54,4127,16914.5,11.49,8.178
2000,4,4,55,519,37996,12.59,17.201
2000,4,4,56,1943,26351.1,11.45,11.932
2000,4,4,57,898.5,25544.7,12.13,12.144
2000,4,4,58,6222.5,24161.6,11.79,11.081
2000,4,4,59,2160,23082.1,12.13,10.928
2000,4,4,60,25413.5,16721.8,11.31,8.007
2000,4,4,61,28102.5,24343.9,11.79,11.581
