year,group,cohort,occ_code,num,occ_income,occ_grade,occ_wage
2010,0,1,57,9889.5,27657.66,12.32135,
2010,0,1,58,71806.5,28598.57,11.90771,
2010,0,1,59,34642.5,28342.34,12.52506,
2010,0,1,60,58047,18910.97,11.2679,
2010,0,1,61,353578,27912.79,12.04348,
2010,0,1,62,299922.5,28383.49,12.05626,
2010,0,1,63,117165.5,32880.36,13.00872,
2010,0,1,64,654628,30095.31,12.27149,
2010,0,1,65,120774.5,39603.12,12.32504,
2010,0,1,66,511750.5,22341.43,11.91304,
2010,1,1,0,2021194,1526.744,12.49263,1.377427
2010,1,1,1,993793,61654.09,14.89932,25.71396
2010,1,1,2,534430,62351.63,15.6915,26.79199
2010,1,1,3,19497,54131.56,16.7046,24.17235
2010,1,1,4,248188,67568.98,16.22556,30.06448
2010,1,1,5,322604.5,55003.27,14.96853,24.97531
2010,1,1,6,71858.5,51075.65,17.40397,22.89472
2010,1,1,7,77847,93863.86,18.91955,37.3229
2010,1,1,8,59429.5,67660.32,16.33056,32.54361
2010,1,1,9,37321,55819.81,16.89584,25.89434
2010,1,1,10,94608,31272.29,17.87485,14.6214
2010,1,1,11,321347,34915.35,16.61755,15.91471
2010,1,1,12,5045.5,31635.78,17.275,15.82779
2010,1,1,13,37455.5,55659.49,16.71214,24.45297
2010,1,1,14,93641.5,33922.52,15.81431,15.63727
2010,1,1,15,98576.5,100228.7,18.90026,38.42099
2010,1,1,16,242025,42672.88,15.13914,19.18643
2010,1,1,17,92838,41550.54,14.14223,18.71596
2010,1,1,18,105131,41723.34,13.94352,19.12255
2010,1,1,19,17167,43503.23,14.34202,19.50428
2010,1,1,20,264795.5,65264.84,15.49782,29.6139
2010,1,1,21,1193143,47099.9,13.95233,20.34066
2010,1,1,22,32111.5,32060.05,14.45027,15.4051
2010,1,1,23,46436,29191.25,13.77087,13.69421
2010,1,1,24,27710.5,30527.29,13.89888,14.45299
2010,1,1,25,40911,35918.82,14.10275,16.78696
2010,1,1,26,3171.5,25550.89,13.43733,12.93686
2010,1,1,27,13235.5,34603.46,13.86808,16.35233
2010,1,1,28,44488.5,36830.78,12.90384,16.81313
2010,1,1,29,281717,28188.67,12.84479,13.382
2010,1,1,30,207933,33792.04,13.97851,15.77507
2010,1,1,31,90565.5,32649.09,14.20241,15.40001
2010,1,1,32,13358.5,17054.05,11.2571,8.673483
2010,1,1,33,78432,55027.59,13.71517,20.52132
2010,1,1,34,243621.5,51397.72,13.94668,23.24061
2010,1,1,35,113174,30491.9,13.25792,14.44745
2010,1,1,36,590949,19652.03,12.41462,9.762404
2010,1,1,37,74842,25528.8,13.29466,12.29132
2010,1,1,38,177645,24827.77,11.9944,11.86536
2010,1,1,39,108608.5,28284.97,13.59187,13.71991
2010,1,1,40,60069.5,46809.52,12.92686,16.91187
2010,1,1,41,120366,19124.83,10.23676,8.13335
2010,1,1,42,245668,20256.73,11.42771,9.37573
2010,1,1,43,23131,28897.45,12.04213,12.27657
2010,1,1,44,390498,37339.93,12.45586,16.45494
2010,1,1,45,195052.5,37593.41,12.8346,17.26711
2010,1,1,46,130475,36511.18,12.52003,16.58341
2010,1,1,47,1221463,29564.44,11.78135,13.62163
2010,1,1,48,54931,46330.34,12.08681,16.87096
2010,1,1,49,86235.5,45100.39,12.92688,19.34693
2010,1,1,50,51727.5,37109.87,12.49184,16.51044
2010,1,1,51,10005.5,25511.53,12.1818,12.11436
2010,1,1,52,5145,25430.25,11.65637,12.25942
2010,1,1,53,36910.5,32006.26,13.22846,15.51913
2010,1,1,54,50728,25682.09,11.49218,12.25715
2010,1,1,55,32020.5,51994.1,13.22323,23.18793
2010,1,1,56,23430,29868.8,11.82508,13.39977
2010,1,1,57,7028,30394.88,12.3856,13.90693
2010,1,1,58,55555.5,29911.06,11.91758,13.67778
2010,1,1,59,25109,30591.53,12.39243,14.52601
2010,1,1,60,22045,22048.13,11.21125,10.86382
2010,1,1,61,236774,30201.02,12.03421,13.8496
2010,1,1,62,211898,30590.33,12.00765,13.80995
2010,1,1,63,70560.5,37343.66,13.02741,16.43412
2010,1,1,64,478039,31165.3,12.20788,13.39054
2010,1,1,65,108799,40232.8,12.30548,16.66919
2010,1,1,66,334103.5,23295.71,11.87952,11.24292
2010,2,1,0,4172405,1558.319,12.93044,1.40828
2010,2,1,1,793179,46944.97,15.24603,21.18881
2010,2,1,2,631264,46962.13,15.37515,21.63192
2010,2,1,3,10832.5,44490.82,16.97078,20.75582
2010,2,1,4,42810.5,62372.19,16.72663,29.06318
2010,2,1,5,101304.5,48572.16,15.53206,22.82201
2010,2,1,6,61812,47556.1,17.57338,22.12132
2010,2,1,7,79711.5,72155.26,18.8569,30.54497
2010,2,1,8,442971,50926.01,15.69499,26.10871
2010,2,1,9,164355.5,46257.74,17.32356,23.15881
2010,2,1,10,93342,29499.29,17.86454,14.29506
2010,2,1,11,1043052,29668.79,16.68076,14.06683
2010,2,1,12,17615,33410.1,17.86642,16.79795
2010,2,1,13,68717.5,46923.22,17.09986,22.04177
2010,2,1,14,160246,32907.92,16.31481,16.15817
2010,2,1,15,83215,80214.8,18.81414,32.91041
2010,2,1,16,209149,36278.33,15.56979,17.23143
2010,2,1,17,240529.5,35365.92,14.02667,17.95733
2010,2,1,18,31848.5,34813.49,15.0577,16.7776
2010,2,1,19,9500.5,36653.72,15.00226,17.09954
2010,2,1,20,114937,43497.46,15.05662,20.74772
2010,2,1,21,945387,31297.61,13.71298,14.86774
2010,2,1,22,400593.5,27245.29,13.79886,13.5904
2010,2,1,23,208187.5,22390.06,13.3406,11.34059
2010,2,1,24,68215,26926.71,13.9997,13.39312
2010,2,1,25,195749,28434.4,13.4104,14.19793
2010,2,1,26,4337,25034.71,13.06675,12.882
2010,2,1,27,13997,26119.93,13.52679,12.96858
2010,2,1,28,16731.5,29417.26,12.7701,14.79935
2010,2,1,29,145240,26380.27,13.12138,12.90236
2010,2,1,30,370976.5,28835.63,13.71107,14.08507
2010,2,1,31,297401,26871.49,13.76371,13.37201
2010,2,1,32,102896.5,12980.92,11.12871,7.218575
2010,2,1,33,3494.5,47234.3,14.15896,19.36446
2010,2,1,34,51732,43723.14,14.63791,20.27048
2010,2,1,35,29490,30333.72,13.48177,14.43649
2010,2,1,36,562738.5,16216.34,12.68795,8.896711
2010,2,1,37,476704,20819.85,12.93046,10.80482
2010,2,1,38,59076.5,15571.07,11.48333,8.264979
2010,2,1,39,404627,20958.19,13.43834,10.85829
2010,2,1,40,7860.5,26975.67,13.44113,11.38179
2010,2,1,41,29015,12025.32,10.80663,5.635885
2010,2,1,42,41047,18172.93,12.71502,9.118847
2010,2,1,43,1565,26780.7,14.42684,12.40149
2010,2,1,44,10974.5,33914.19,13.00656,15.48512
2010,2,1,45,10183.5,34546.51,13.85074,16.32234
2010,2,1,46,7184,30505.13,13.34298,15.26999
2010,2,1,47,23038.5,25400.33,12.41207,12.14272
2010,2,1,48,722,35054.93,13.45429,15.24881
2010,2,1,49,17038.5,36845.16,13.57226,16.53876
2010,2,1,50,2015.5,24489.64,12.38055,10.77985
2010,2,1,51,754.5,19550.27,11.8562,9.568766
2010,2,1,52,3979.5,17079.67,12.66993,8.697956
2010,2,1,53,106961.5,27428.06,13.50038,14.09075
2010,2,1,54,26452.5,18271.42,12.21215,9.444353
2010,2,1,55,1431,56659.21,13.73795,25.67158
2010,2,1,56,3428.5,21714.36,12.29109,10.44889
2010,2,1,57,945.5,15707.24,11.83818,7.46039
2010,2,1,58,8260.5,21249.19,11.45294,10.04103
2010,2,1,59,5867,20754.71,12.95952,10.40996
2010,2,1,60,25298,15679.04,11.06044,8.096856
2010,2,1,61,61104.5,21204.5,11.94114,10.41372
2010,2,1,62,43667,20701.29,11.96332,10.01813
2010,2,1,63,30764,26300.29,13.03181,12.50775
2010,2,1,64,41001.5,21485.51,12.52301,10.6191
2010,2,1,65,2711.5,33592.48,13.11156,15.19722
2010,2,1,66,70936.5,16587.83,11.69887,8.582933
2010,3,1,0,730207,744.3177,11.71192,0.6659505
2010,3,1,1,77750.5,48279.08,14.89186,21.3965
2010,3,1,2,57236.5,46397.32,15.0154,21.31725
2010,3,1,3,1039.5,45824.21,14.74363,21.54047
2010,3,1,4,14328.5,67032.1,16.01389,30.00084
2010,3,1,5,36529.5,47609.46,14.71371,22.29468
2010,3,1,6,3163.5,48476.71,17.09341,22.69565
2010,3,1,7,4338.5,82605.26,18.48139,30.84887
2010,3,1,8,8165,54397.07,15.36687,26.37093
2010,3,1,9,4009,40812.74,15.74457,19.83345
2010,3,1,10,5799,31670.29,17.49578,15.54313
2010,3,1,11,46111.5,32233.99,15.70689,15.07544
2010,3,1,12,480,31033.77,16.41042,14.71501
2010,3,1,13,3195.5,48667.62,16.31732,22.44632
2010,3,1,14,15067,32146.07,15.07002,15.61656
2010,3,1,15,3745,84353.63,18.84219,33.53399
2010,3,1,16,20748.5,38425.38,14.59708,18.02792
2010,3,1,17,14287,38209.88,13.45783,18.02888
2010,3,1,18,9008,42076.64,13.66657,19.32675
2010,3,1,19,1683,41714.76,13.9388,20.43041
2010,3,1,20,19177.5,57222.89,15.4858,26.64176
2010,3,1,21,130250.5,31632.11,13.39565,14.83236
2010,3,1,22,5406.5,31393.24,14.23943,14.89148
2010,3,1,23,8185,30288.9,13.29334,14.20084
2010,3,1,24,6270,28550.67,13.43445,14.08557
2010,3,1,25,9561,29383.13,13.51501,14.01222
2010,3,1,26,1073.5,30940.64,12.88915,14.66297
2010,3,1,27,2235,27077.27,14.52662,12.72553
2010,3,1,28,12836,34279.02,12.87122,16.33242
2010,3,1,29,64437,23990.44,12.62507,11.80764
2010,3,1,30,45496,27909.59,13.58191,13.54696
2010,3,1,31,18020,28249,13.56451,13.79531
2010,3,1,32,6950,18505.55,12.11741,9.38742
2010,3,1,33,6080,49939.66,13.3523,19.24208
2010,3,1,34,29814,43683.55,13.88906,20.10559
2010,3,1,35,47431,25436.95,12.93347,12.42646
2010,3,1,36,97428,16663.45,12.30931,8.538919
2010,3,1,37,34649.5,24806.78,13.07843,12.07522
2010,3,1,38,42877,20178.37,12.15458,9.918033
2010,3,1,39,31491.5,24256.05,13.20545,11.63777
2010,3,1,40,570.5,20549.98,12.80982,8.13988
2010,3,1,41,4035.5,14315.63,10.73027,6.655151
2010,3,1,42,19198,15770.31,11.73919,7.692658
2010,3,1,43,503,12193.28,11.87078,5.461337
2010,3,1,44,28986,34123.22,12.64573,15.29395
2010,3,1,45,21537,33994.68,13.26095,15.94512
2010,3,1,46,11483,29689.88,12.59697,13.69237
2010,3,1,47,69905,24799.78,12.0601,11.72696
2010,3,1,48,2062,37813.33,12.55577,14.81179
2010,3,1,49,7451,40254.18,12.8007,17.53809
2010,3,1,50,3823,29972.68,12.68611,13.95277
2010,3,1,51,423,22141.95,11.27187,11.04275
2010,3,1,52,354,30076.21,12.14689,13.99053
2010,3,1,53,6051,30670.61,13.27318,14.91199
2010,3,1,54,8987,19479.32,12.15272,9.58358
2010,3,1,55,3495,44969.18,13.48441,20.44621
2010,3,1,56,2753.5,23284.55,12.35809,10.33847
2010,3,1,57,1624,25441.25,12.25369,11.3151
2010,3,1,58,6149,24477.61,12.38705,11.07432
2010,3,1,59,2283.5,22611.24,12.68513,10.81115
2010,3,1,60,6191.5,19646.79,12.28079,9.679899
2010,3,1,61,38215.5,26145.43,12.22581,12.12492
2010,3,1,62,30623.5,26406.56,12.30413,12.11632
2010,3,1,63,8942.5,28737.11,12.98675,13.45211
2010,3,1,64,113443.5,28728.42,12.39651,12.88724
2010,3,1,65,8607,31835.38,12.28244,13.84711
2010,3,1,66,86797.5,21023.79,12.15113,10.18733
2010,4,1,0,686404,1373.61,12.40993,1.234967
2010,4,1,1,101069.5,41722.43,15.05107,19.24539
2010,4,1,2,98553.5,39665.47,15.18966,18.88893
2010,4,1,3,214,115154.2,16.78505,36.23582
2010,4,1,4,4553.5,64483.63,17.00253,29.96012
2010,4,1,5,19698,43399.15,15.23647,20.69152
2010,4,1,6,5229.5,44124.9,17.38675,21.19567
2010,4,1,7,6483,67022.15,18.61268,27.6883
2010,4,1,8,57028,49082.07,15.35113,24.45936
2010,4,1,9,13703,43654.79,16.52109,21.42656
2010,4,1,10,9817,30194.54,17.4288,14.851
2010,4,1,11,138492.5,28123.38,15.73341,13.64744
2010,4,1,12,1041.5,34727.21,16.67451,17.78413
2010,4,1,13,5278,44348.52,16.81224,20.84678
2010,4,1,14,40464.5,31398.15,15.83481,15.45577
2010,4,1,15,7449,72904.45,18.34891,30.69002
2010,4,1,16,13072.5,36919.25,15.4529,17.98734
2010,4,1,17,52837,33144.71,13.37959,16.72983
2010,4,1,18,3381.5,37791.55,14.69762,18.03967
2010,4,1,19,1796.5,37968.03,14.27748,17.2142
2010,4,1,20,15933.5,44007.41,15.39499,21.2988
2010,4,1,21,189202.5,21095.5,13.02912,10.68375
2010,4,1,22,58905.5,27820.98,13.8982,13.77958
2010,4,1,23,43187,22749.05,13.25648,11.44772
2010,4,1,24,15172,26185.36,13.84794,12.95078
2010,4,1,25,32241.5,28522.72,13.45468,13.9984
2010,4,1,26,1377,22110.93,13.00036,11.23631
2010,4,1,27,4150.5,24117.6,13.2631,12.05225
2010,4,1,28,7440.5,30933.28,13.13366,14.51355
2010,4,1,29,37198.5,24176.9,12.9832,11.99081
2010,4,1,30,116634,25872.2,13.62525,12.8474
2010,4,1,31,61104,25326.83,13.68302,12.61637
2010,4,1,32,29158,13729.94,11.59982,7.194498
2010,4,1,33,147,43074.49,12.61224,15.93319
2010,4,1,34,21294.5,38415.88,14.27622,18.04638
2010,4,1,35,23515,23481.23,12.95594,11.66818
2010,4,1,36,85108,15056.67,12.36996,8.090405
2010,4,1,37,211577,19276.24,12.61393,9.864433
2010,4,1,38,16248,16144.18,11.88399,8.225388
2010,4,1,39,82045.5,19484.74,13.30491,9.807424
2010,4,1,40,277,19496.91,9.01083,7.955626
2010,4,1,41,557,19770.83,10.01616,9.435192
2010,4,1,42,2114.5,16620.87,12.33176,8.152944
2010,4,1,43,0,,,
2010,4,1,44,1937,32892.16,13.60299,15.31019
2010,4,1,45,1953.5,31330.95,13.44407,14.50161
2010,4,1,46,1123,25865.31,13.14159,12.83416
2010,4,1,47,2912.5,28791.7,12.41562,13.41154
2010,4,1,48,198,27554.04,13.19697,13.50688
2010,4,1,49,2756,28489.18,13.18741,12.85731
2010,4,1,50,443.5,20677.71,12.78692,10.38166
2010,4,1,51,90.5,14727.2,12.83978,7.219218
2010,4,1,52,75,26381.16,13.30667,12.80645
2010,4,1,53,18886,28364.52,13.37361,14.51124
2010,4,1,54,6166.5,19309.72,11.99465,9.495322
2010,4,1,55,185,46283.39,14.97297,22.42083
2010,4,1,56,592,12966.97,12.46115,6.356359
2010,4,1,57,292,12039.6,12.71575,5.901766
2010,4,1,58,1841.5,32992.59,12.04942,15.68442
2010,4,1,59,1383,22880.8,12.82574,11.10883
2010,4,1,60,4512.5,15730.78,11.31801,8.122211
2010,4,1,61,17484,20814.82,12.12812,10.14666
2010,4,1,62,13734,20614.29,12.549,10.0572
2010,4,1,63,6898.5,18460.95,12.74313,9.051723
2010,4,1,64,22144,20982.91,12.53852,10.44885
2010,4,1,65,657,34916.8,12.87671,16.63252
2010,4,1,66,19913,18746.7,12.20045,9.496909
2010,0,2,0,7411946,3545.389,12.7561,
2010,0,2,1,2897604,85176.09,15.24601,
2010,0,2,2,1461921,72233.69,15.26763,
2010,0,2,3,31937,75516.7,16.90483,
2010,0,2,4,308949,86653.08,16.18451,
2010,0,2,5,503629,72407.3,15.12734,
2010,0,2,6,110698,77686.43,17.76373,
2010,0,2,7,232473,185862.9,18.87414,
2010,0,2,8,607614,64945.27,15.55558,
2010,0,2,9,199674,61865.29,16.83006,
2010,0,2,10,202942,56977.01,18.32187,
2010,0,2,11,1524292,36817.34,16.71094,
2010,0,2,12,33729.5,44420.82,17.68298,
2010,0,2,13,110948.5,81857.02,17.19304,
2010,0,2,14,297311,42372.93,16.15162,
2010,0,2,15,232502,148793.6,18.86262,
2010,0,2,16,410136,57081.77,15.30368,
2010,0,2,17,391223,45689.92,13.76864,
2010,0,2,18,148260.5,51744.01,13.72489,
2010,0,2,19,24742.5,53453.15,13.78638,
2010,0,2,20,446603.5,79092.88,15.28902,
2010,0,2,21,2398333,59529.18,13.83625,
2010,0,2,22,607093.5,33669.72,13.39687,
2010,0,2,23,228048.5,29322.75,13.2065,
2010,0,2,24,109094,33027.29,13.44343,
2010,0,2,25,350458.5,36339.08,13.24278,
2010,0,2,26,16293,38752.36,12.88029,
2010,0,2,27,34990,40112.73,13.49461,
2010,0,2,28,134301,44830.71,12.89792,
2010,0,2,29,478209.5,35431.91,12.75732,
2010,0,2,30,575171,39059.86,13.64652,
2010,0,2,31,408870.5,34939.29,13.52454,
2010,0,2,32,209712,17124.75,11.11019,
2010,0,2,33,101369.5,69798.07,13.75908,
2010,0,2,34,447058.5,63172.47,14.01247,
2010,0,2,35,171111,37154.27,13.09115,
2010,0,2,36,811299,21163.23,12.03758,
2010,0,2,37,690123.5,25685.35,12.6814,
2010,0,2,38,387070.5,27902.35,11.77565,
2010,0,2,39,555976,28124.29,13.20453,
2010,0,2,40,86947.5,53975.55,12.85268,
2010,0,2,41,120412.5,20791.7,9.820828,
2010,0,2,42,274213,26151.44,11.32895,
2010,0,2,43,36533.5,33623.59,11.71894,
2010,0,2,44,488716.5,44246.84,12.33117,
2010,0,2,45,231857,47314.77,12.8921,
2010,0,2,46,181067,42962.05,12.50864,
2010,0,2,47,1348934,35686.27,11.83366,
2010,0,2,48,35746.5,52026.63,11.90882,
2010,0,2,49,197394,54199.65,12.88307,
2010,0,2,50,85892.5,41781.09,12.38456,
2010,0,2,51,12347.5,31571.13,12.03539,
2010,0,2,52,14570.5,26458.14,11.76006,
2010,0,2,53,115997,34457.67,13.22307,
2010,0,2,54,85343,27243.8,11.38346,
2010,0,2,55,52217,58650.36,12.84822,
2010,0,2,56,32835.5,30491.88,11.88794,
2010,0,2,57,12635,31595.68,12.08928,
2010,0,2,58,84732,32142.8,11.7526,
2010,0,2,59,45726,36936.7,12.31589,
2010,0,2,60,71116.5,22756.65,11.16978,
2010,0,2,61,390288.5,34297.45,11.87259,
2010,0,2,62,315448.5,33307.2,11.91183,
2010,0,2,63,126215,40077.59,12.80937,
2010,0,2,64,931937.5,36819.31,12.11589,
2010,0,2,65,139026.5,45585.92,12.18884,
2010,0,2,66,449369,28094.06,11.72134,
2010,1,2,0,1701938,1596.19,12.04521,1.440223
2010,1,2,1,1622968,98373.09,15.21124,40.09181
2010,1,2,2,563472.5,95396.94,15.66546,40.37149
2010,1,2,3,24037,80007.88,16.82747,34.27014
2010,1,2,4,255585,88078.09,16.14295,38.65116
2010,1,2,5,324952,77425.72,15.07683,34.52249
2010,1,2,6,65495.5,82108.72,17.67286,36.43533
2010,1,2,7,131042.5,211237.9,18.90775,83.91618
2010,1,2,8,74435,88223.61,16.12389,40.85382
2010,1,2,9,45806,83728.3,16.83599,37.78454
2010,1,2,10,92899,63813.48,18.42033,27.55715
2010,1,2,11,314380.5,47795.16,17.16842,21.64768
2010,1,2,12,8009.5,52247.48,17.84331,24.80196
2010,1,2,13,42706.5,102165,17.0294,43.24549
2010,1,2,14,93763.5,47567.99,16.29494,21.00329
2010,1,2,15,134817.5,165213.8,18.89505,64.07525
2010,1,2,16,222796.5,63891.91,15.23838,27.99453
2010,1,2,17,80434.5,58002.61,14.10787,25.83527
2010,1,2,18,110601.5,53879.41,13.62898,24.63363
2010,1,2,19,14838.5,56994.84,13.53193,25.34907
2010,1,2,20,274634,89996.61,15.54179,40.45469
2010,1,2,21,1254684,75453.88,14.12744,31.40699
2010,1,2,22,23600,47722.95,14.15318,21.87069
2010,1,2,23,27660,44138.28,13.97708,19.81212
2010,1,2,24,18696.5,39045.7,13.59757,18.22486
2010,1,2,25,31455,54434.91,14.12292,24.23115
2010,1,2,26,4818.5,38803.02,12.80762,18.65672
2010,1,2,27,11969,52545.56,13.89586,24.53727
2010,1,2,28,66183,49455.53,12.90528,22.29678
2010,1,2,29,235037.5,38868.68,12.76557,17.7536
2010,1,2,30,136970,51830.55,14.15893,23.28306
2010,1,2,31,59513,48988.57,14.16461,22.23201
2010,1,2,32,16351,21453.81,11.19641,10.61128
2010,1,2,33,89852,70383.13,13.74952,26.5519
2010,1,2,34,311492,67202.55,14.02325,30.16194
2010,1,2,35,85337.5,40217.28,13.16215,18.33108
2010,1,2,36,312560.5,25628.63,12.00608,12.1017
2010,1,2,37,51592.5,35628.96,13.30906,16.53118
2010,1,2,38,219681.5,31647.74,11.9057,14.8244
2010,1,2,39,93519,39077.14,13.5816,18.08465
2010,1,2,40,74936,56429.89,12.79267,20.14381
2010,1,2,41,90761,22103.76,9.709986,9.317394
2010,1,2,42,215628,26940.21,11.10269,12.25952
2010,1,2,43,31315.5,34349.21,11.56884,14.16447
2010,1,2,44,435695,44644.9,12.27483,19.74781
2010,1,2,45,195392,47188.56,12.8242,21.75939
2010,1,2,46,155287.5,43710.42,12.46945,19.8476
2010,1,2,47,1227029,35875.7,11.79097,16.4839
2010,1,2,48,32219.5,53277.25,11.902,20.17899
2010,1,2,49,147773.5,57300.68,12.84196,24.47947
2010,1,2,50,75823,43182.14,12.39722,19.12384
2010,1,2,51,10785,32594.42,11.95382,14.89116
2010,1,2,52,7633.5,29846.73,11.50029,14.09395
2010,1,2,53,27184.5,40059.17,12.96018,18.94029
2010,1,2,54,41910,31054.63,11.2715,14.40147
2010,1,2,55,43163.5,60480.94,12.84801,27.19592
2010,1,2,56,23666,33110.18,11.85794,14.95938
2010,1,2,57,8827,35057.67,12.20324,15.20774
2010,1,2,58,57733,34020.12,11.78003,15.55495
2010,1,2,59,32027.5,39990.19,12.27849,18.78584
2010,1,2,60,21666,28674.33,11.30619,13.57023
2010,1,2,61,236011.5,38052.38,11.90864,17.39372
2010,1,2,62,209517,36134.16,11.85471,16.42406
2010,1,2,63,69426.5,46920.41,12.97941,20.66838
2010,1,2,64,649804.5,38807.13,11.98502,16.20903
2010,1,2,65,119742,45440.79,12.1336,19.27601
2010,1,2,66,263980,30724.49,11.69145,14.54976
2010,2,2,0,4474909,2044.484,13.22476,1.854107
2010,2,2,1,997901.5,68774.66,15.30183,30.37859
2010,2,2,2,703609,57840.75,14.98816,26.89505
2010,2,2,3,6548.5,59547.63,17.13232,28.80597
2010,2,2,4,33387.5,77925.72,16.49376,36.03696
2010,2,2,5,115446.5,62157.94,15.24555,29.18167
2010,2,2,6,39467.5,70286.63,17.93258,32.54596
2010,2,2,7,84888,142760.3,18.8559,63.34736
2010,2,2,8,444825,58893.99,15.50207,30.07054
2010,2,2,9,137382,51996.54,16.93546,27.04437
2010,2,2,10,92069.5,47979.96,18.32376,22.14577
2010,2,2,11,1011247,32975.03,16.70498,15.666
2010,2,2,12,23472,40334.38,17.6705,20.29752
2010,2,2,13,59494,66616.4,17.28923,31.18034
2010,2,2,14,141923,38186.51,16.2093,18.99134
2010,2,2,15,80174,127496.3,18.84152,54.97312
2010,2,2,16,155897.5,45719.74,15.50484,21.95127
2010,2,2,17,235549,41348.21,13.78529,21.15858
2010,2,2,18,23753.5,41957.39,14.21041,20.43367
2010,2,2,19,7047,49083.62,14.42032,23.38598
2010,2,2,20,132241.5,57238.98,14.81376,27.43971
2010,2,2,21,899218,41870.54,13.56409,19.49121
2010,2,2,22,506345.5,32187.14,13.33176,16.13239
2010,2,2,23,157205,26405.44,13.07114,13.29763
2010,2,2,24,70936.5,30465.96,13.43115,15.10284
2010,2,2,25,272345.5,33110.69,13.13509,16.62686
2010,2,2,26,4979.5,33410.12,12.65468,16.46746
2010,2,2,27,16056.5,32286.87,13.27606,15.67558
2010,2,2,28,33401,37718.93,12.74906,18.7091
2010,2,2,29,162690,31384.4,12.74221,15.1315
2010,2,2,30,312264,34777.62,13.41144,16.83629
2010,2,2,31,273497,31414.78,13.35164,15.56958
2010,2,2,32,149970.5,14928,10.95532,8.256177
2010,2,2,33,3755,63504.56,14.33023,25.22845
2010,2,2,34,58177,55074.59,14.25408,25.48124
2010,2,2,35,25480.5,32758.44,13.17676,15.61981
2010,2,2,36,368320,16175.99,12.02471,8.668137
2010,2,2,37,401770.5,24036.73,12.66958,12.34483
2010,2,2,38,91099,18873.31,11.2941,9.793958
2010,2,2,39,343331.5,23704.5,13.12609,12.07741
2010,2,2,40,10879.5,33888.5,13.33398,15.4044
2010,2,2,41,24631.5,14738.24,10.08406,6.943249
2010,2,2,42,35321,21182.13,12.35207,10.47638
2010,2,2,43,3048,25629.4,13.07874,12.52883
2010,2,2,44,11665,44916.15,13.2147,20.14302
2010,2,2,45,11089,42321.28,13.54414,20.30982
2010,2,2,46,6568.5,34321.26,13.42757,16.56059
2010,2,2,47,28888,28702.16,12.50133,13.46072
2010,2,2,48,952,44486.21,12.17437,19.4312
2010,2,2,49,26736,43979.34,12.95173,19.80217
