year,group,cohort,occ_code,num,occ_income,occ_grade,occ_wage
2000,4,2,44,2488,26204.22,12.96322,12.0587
2000,4,2,45,3631.5,30105.93,13.5115,13.8182
2000,4,2,46,1668.5,25162.84,12.80192,12.05156
2000,4,2,47,3835,18281.04,12.34185,8.567247
2000,4,2,48,27,0,11.62963,0
2000,4,2,49,6859,24512.73,12.93877,10.94464
2000,4,2,50,1220,21587.95,12.55,9.312533
2000,4,2,51,188,17812.23,11.44681,8.601061
2000,4,2,52,643,10981.8,12.48211,5.121756
2000,4,2,53,9390.5,18162,12.95011,8.833776
2000,4,2,54,5968.5,14065.53,11.82416,6.820089
2000,4,2,55,100,30962,12.34,13.91122
2000,4,2,56,1708,13691.51,11.93443,6.22814
2000,4,2,57,891.5,19508.92,12.1963,8.837143
2000,4,2,58,5904.5,17765.22,12.11229,8.449136
2000,4,2,59,2346,17215.35,12.4757,8.39501
2000,4,2,60,17388,13527.47,11.91736,6.531415
2000,4,2,61,28441,16370.32,12.08875,7.673457
2000,4,2,62,26058,18277.25,12.20635,8.551988
2000,4,2,63,12287.5,16824.31,12.3661,7.810597
2000,4,2,64,21181,16147.75,12.33188,7.71496
2000,4,2,65,1087,24342.59,13.20883,11.48041
2000,4,2,66,22578.5,14815.01,11.95325,7.166111
2000,0,3,0,9712722,2173.093,12.54978,
2000,0,3,1,3134695,67782.06,14.79933,
2000,0,3,2,1771019,49667.44,14.61188,
2000,0,3,3,53274,60334.24,16.57278,
2000,0,3,4,483526.5,63946.1,15.8336,
2000,0,3,5,485690,54303.18,14.88121,
2000,0,3,6,142744.5,53651.21,17.46354,
2000,0,3,7,275023,142453.2,18.87419,
2000,0,3,8,671374,41450.38,15.32391,
2000,0,3,9,151264.5,38199.11,16.04443,
2000,0,3,10,193316.5,36212.51,17.87236,
2000,0,3,11,1312639,16426.63,16.05578,
2000,0,3,12,36793,27394.44,17.15768,
2000,0,3,13,75309.5,55490.49,17.60761,
2000,0,3,14,291185.5,29826.43,15.87523,
2000,0,3,15,258679,108656.5,18.83155,
2000,0,3,16,482775,41319.9,14.9175,
2000,0,3,17,396687,31885.21,13.83231,
2000,0,3,18,226357.5,39268.31,13.44256,
2000,0,3,19,35138,39601.91,13.49057,
2000,0,3,20,581883,58668.21,15.08108,
2000,0,3,21,2841806,47162.9,13.57261,
2000,0,3,22,883640.5,24496.72,12.99026,
2000,0,3,23,275004,21588.95,13.03329,
2000,0,3,24,134017,22013.83,13.08552,
2000,0,3,25,520776.5,25316.88,12.9407,
2000,0,3,26,46156,32666.56,12.86882,
2000,0,3,27,90565.5,29833.56,13.18081,
2000,0,3,28,214629,32814.83,12.83037,
2000,0,3,29,604749.5,28761.22,12.61176,
2000,0,3,30,612398,30664.92,13.36988,
2000,0,3,31,565174.5,23593.92,13.04827,
2000,0,3,32,184345,12942.41,11.27057,
2000,0,3,33,105262,49194.21,13.28103,
2000,0,3,34,385690,44717.34,13.6025,
2000,0,3,35,151889,26565.93,12.88826,
2000,0,3,36,778729,16005.73,12.05853,
2000,0,3,37,539413.5,19280.27,12.4666,
2000,0,3,38,419869.5,22311.21,11.86327,
2000,0,3,39,552427.5,20845.98,13.04235,
2000,0,3,40,153913,32660.88,12.75876,
2000,0,3,41,96320,17238.39,11.0558,
2000,0,3,42,219322.5,23136.4,11.95074,
2000,0,3,43,49333,26752.63,11.72085,
2000,0,3,44,789779.5,35852.09,12.21996,
2000,0,3,45,277169.5,37950.95,12.79067,
2000,0,3,46,250455,33582.89,12.33669,
2000,0,3,47,1754841,31957.96,12.02915,
2000,0,3,48,26772.5,34060.47,11.80364,
2000,0,3,49,384993.5,41666.33,12.69339,
2000,0,3,50,184030.5,36591.6,12.31953,
2000,0,3,51,28621,27874.29,12.18394,
2000,0,3,52,30256,22039.36,12.17501,
2000,0,3,53,115177,25332.06,12.84946,
2000,0,3,54,100355.5,23904.51,11.73782,
2000,0,3,55,82430,43691.39,12.65757,
2000,0,3,56,67861.5,27478.71,11.8206,
2000,0,3,57,32092,30279.17,11.87721,
2000,0,3,58,170952,27058.79,11.86635,
2000,0,3,59,100014,31762.11,12.36807,
2000,0,3,60,160389.5,18291.91,11.37085,
2000,0,3,61,542719.5,27835.83,11.88279,
2000,0,3,62,488447.5,27162.92,11.90323,
2000,0,3,63,200845,30724.72,12.51482,
2000,0,3,64,1139541,29896.1,12.07064,
2000,0,3,65,181564,34265.64,12.00722,
2000,0,3,66,480480,23364.42,11.77459,
2000,1,3,0,2216869,865.5606,11.82742,0.7831513
2000,1,3,1,1873124,80581.48,14.90496,31.45752
2000,1,3,2,656030,69176.41,15.30168,28.30507
2000,1,3,3,41513.5,64696.79,16.54122,26.3738
2000,1,3,4,416266,65620.66,15.86387,28.11286
2000,1,3,5,281607.5,60556.34,15.04811,26.07574
2000,1,3,6,92898.5,58399.69,17.48986,24.9345
2000,1,3,7,186331.5,161107.6,18.90858,61.11762
2000,1,3,8,67727,57256.37,15.88194,25.57068
2000,1,3,9,33499,52488.35,15.94857,23.32981
2000,1,3,10,93566.5,42171.86,18.04807,17.55712
2000,1,3,11,243011,25715.89,16.81666,11.35825
2000,1,3,12,7588,35820.64,17.56543,16.78379
2000,1,3,13,34285,69431.69,17.63499,29.18487
2000,1,3,14,107619.5,34125.72,16.43506,13.91568
2000,1,3,15,168909,122193.7,18.875,47.0841
2000,1,3,16,245835.5,48944.42,14.9449,20.92579
2000,1,3,17,69896,44376.79,14.30652,19.28751
2000,1,3,18,165741.5,41680.32,13.41234,18.55999
2000,1,3,19,20697,42835.3,13.4411,18.83218
2000,1,3,20,345240,67629.46,15.38831,29.8157
2000,1,3,21,1528059,61331.49,13.91452,24.70059
2000,1,3,22,21640,38131.84,14.20284,16.68859
2000,1,3,23,32174,33970.21,14.05553,14.8178
2000,1,3,24,21161.5,30185.16,13.52033,13.67876
2000,1,3,25,36174.5,37520.98,13.89201,16.37262
2000,1,3,26,14913,36835.75,13.0168,16.42181
2000,1,3,27,27614.5,39660.42,13.65634,17.72696
2000,1,3,28,96988,36955.8,12.97376,16.52516
2000,1,3,29,294573,33871.89,12.71209,14.68493
2000,1,3,30,136534,43000.2,14.11607,18.67035
2000,1,3,31,65822.5,36514.98,13.87048,16.09472
2000,1,3,32,13150,17229.26,11.47779,8.13454
2000,1,3,33,92161,50017.15,13.27483,19.23012
2000,1,3,34,263150.5,47494.43,13.63873,21.14247
2000,1,3,35,72263,30874.21,13.06651,13.69337
2000,1,3,36,216255,23050.83,12.21745,9.938524
2000,1,3,37,39263.5,28137.38,13.2579,12.48388
2000,1,3,38,237417.5,25861.03,11.95075,11.71601
2000,1,3,39,90049.5,33402.4,13.55458,14.92943
2000,1,3,40,132349,34182.97,12.73138,11.88719
2000,1,3,41,63116.5,19568.8,10.8377,7.682023
2000,1,3,42,162553,25191.92,11.87121,10.89921
2000,1,3,43,41585,27931.71,11.66036,11.0474
2000,1,3,44,709286.5,36425.66,12.2063,15.59973
2000,1,3,45,229033,38677.99,12.73347,16.95054
2000,1,3,46,214735,34754.46,12.33367,15.27118
2000,1,3,47,1573210,32891.67,12.02556,14.44936
2000,1,3,48,24535,33910.73,11.79792,13.6638
2000,1,3,49,280249,45037.25,12.67776,18.65927
2000,1,3,50,164845.5,37606.14,12.32943,16.09416
2000,1,3,51,24372,29233.23,12.22852,12.48733
2000,1,3,52,13043.5,28192.54,11.98984,12.31414
2000,1,3,53,31446.5,33907.08,12.96769,14.96458
2000,1,3,54,53407,28842.36,11.69044,12.65104
2000,1,3,55,69346,45145.42,12.64765,19.94094
2000,1,3,56,45480,30042.4,11.81444,13.21764
2000,1,3,57,22801,33471.89,11.92722,14.40671
2000,1,3,58,108313.5,29972.94,11.88522,13.13559
2000,1,3,59,69027.5,35579.02,12.32347,16.01863
2000,1,3,60,39207,25337.91,11.46242,11.35634
2000,1,3,61,307441,32212.07,11.92208,14.29003
2000,1,3,62,286869,30829.3,11.93568,13.64579
2000,1,3,63,100882,37652.29,12.72096,16.32701
2000,1,3,64,828715,32405.09,12.0094,13.05405
2000,1,3,65,159373,34784.44,11.96876,14.64973
2000,1,3,66,274252.5,26305.26,11.79395,11.85026
2000,2,3,0,5731210,1405.51,13.04465,1.260921
2000,2,3,1,1046614,48864.68,14.64023,21.09193
2000,2,3,2,915724,37690.13,14.17424,17.32457
2000,2,3,3,10003.5,43290.67,16.80047,19.63434
2000,2,3,4,45664.5,52165.88,15.69741,23.72126
2000,2,3,5,154780.5,45389.63,14.69728,20.86881
2000,2,3,6,43575,44216.32,17.47641,20.27949
2000,2,3,7,73716,95703.56,18.82135,40.48831
2000,2,3,8,532850.5,37447.7,15.2891,18.9027
2000,2,3,9,104767,32399.4,16.18973,16.48945
2000,2,3,10,84761,29030.21,17.82969,13.12253
2000,2,3,11,908064.5,13252.21,16.00091,6.339449
2000,2,3,12,26393.5,24726.09,17.10097,12.00805
2000,2,3,13,36779,41828.23,17.68595,19.98168
2000,2,3,14,131109,25726.27,15.69584,12.55168
2000,2,3,15,77386.5,83357.11,18.78421,35.5923
2000,2,3,16,210668.5,31521.45,14.9389,14.76351
2000,2,3,17,264072.5,28001.69,13.84507,14.18787
2000,2,3,18,42362.5,30812.39,13.61946,14.57875
2000,2,3,19,10526,34040.77,13.55577,15.81164
2000,2,3,20,193973.5,42928.64,14.58985,20.33465
2000,2,3,21,1091536,30352.02,13.16895,13.79147
2000,2,3,22,758059.5,23406.01,12.93373,11.56386
2000,2,3,23,201162,19000.3,12.88721,9.435701
2000,2,3,24,87515.5,19345.5,12.99654,9.539417
2000,2,3,25,427484,23445.99,12.83493,11.60109
2000,2,3,26,16242,28403.13,12.66913,13.67735
2000,2,3,27,44542,24585.52,12.88959,11.83317
2000,2,3,28,71686,27969.93,12.61979,13.41238
2000,2,3,29,220702,23245.05,12.53044,10.9059
2000,2,3,30,367357,26655.49,13.0684,12.72976
2000,2,3,31,401021,21038.19,12.90659,10.39781
2000,2,3,32,121055,11533.27,11.20179,6.115213
2000,2,3,33,3743,41730.91,13.74486,16.9263
2000,2,3,34,51218.5,38506.49,13.75117,17.66562
2000,2,3,35,28300.5,22426.22,12.93064,10.49463
2000,2,3,36,426875,12014.43,12.02516,6.106657
2000,2,3,37,332518,17750.33,12.49124,8.946448
2000,2,3,38,88474,15453.85,11.62453,7.636416
2000,2,3,39,368420.5,16844.96,12.94971,8.251329
2000,2,3,40,20316.5,21938.26,13.0362,9.311623
2000,2,3,41,25912.5,12267.75,11.61862,5.524554
2000,2,3,42,33305,16149.02,12.50979,7.775665
2000,2,3,43,3452.5,21134.42,12.94178,9.63044
2000,2,3,44,21111,32871.23,12.54277,14.59892
2000,2,3,45,19813,32476.75,13.12901,14.89803
2000,2,3,46,13654.5,25425.09,12.51408,11.72273
2000,2,3,47,50057,22955.6,12.35056,10.53261
2000,2,3,48,773,33763.39,11.20052,14.94939
2000,2,3,49,66633.5,31983.77,12.72018,14.0527
2000,2,3,50,8928.5,26603.17,12.16195,11.96649
2000,2,3,51,2533,17283.27,11.88393,8.16345
2000,2,3,52,13717.5,16213.94,12.36789,7.533766
2000,2,3,53,70860,20919.68,12.77115,10.44643
2000,2,3,54,31155,17108.02,11.74718,8.194789
2000,2,3,55,4068.5,37598.88,13.02274,17.07495
2000,2,3,56,13145,20610.97,11.65519,9.433867
2000,2,3,57,5572,20430.12,11.73026,9.398884
2000,2,3,58,37804.5,20472.64,11.69047,9.414542
2000,2,3,59,21534,21434.47,12.45022,10.22149
2000,2,3,60,79632,15357.84,11.1581,7.360772
2000,2,3,61,138307,20553.95,11.67479,9.556068
2000,2,3,62,131048,20327.68,11.7521,9.50427
2000,2,3,63,70386.5,22927.67,12.24235,10.60426
2000,2,3,64,115660,17007.01,12.18263,7.811741
2000,2,3,65,5619.5,25858.67,12.60343,11.58605
2000,2,3,66,106566,17301.18,11.55217,8.317697
2000,3,3,0,829003.5,240.6972,11.62676,0.2192784
2000,3,3,1,99381.5,52057.38,14.69919,21.32542
2000,3,3,2,65496.5,43410.97,14.5573,18.83226
2000,3,3,3,1495,51266.29,15.83746,22.18877
2000,3,3,4,17512,55221.17,15.58414,24.63512
2000,3,3,5,26448.5,46840.76,14.54519,20.95678
2000,3,3,6,3722,45856.64,16.88125,20.72258
2000,3,3,7,7824.5,139065.3,18.85699,52.00901
2000,3,3,8,6906,48605,15.51209,21.35802
2000,3,3,9,3572,33909.38,14.70171,15.63219
2000,3,3,10,6445.5,35676.58,17.37041,16.22687
2000,3,3,11,34004.5,25633.78,15.52758,11.80794
2000,3,3,12,613.5,25178.32,15.98859,10.89096
2000,3,3,13,1540,50016.75,16.8974,21.66607
2000,3,3,14,17966.5,30586.2,15.03715,13.52581
2000,3,3,15,5487,82248.33,18.57755,31.37332
2000,3,3,16,15867.5,36698.24,14.37879,16.22426
2000,3,3,17,10988,36691.12,13.69617,16.88972
2000,3,3,18,13134.5,36621.36,13.30462,16.73356
2000,3,3,19,2260,39616.68,13.66903,18.17604
2000,3,3,20,20257,53159.01,15.01627,24.29731
2000,3,3,21,93760.5,36736.68,13.59884,15.60091
2000,3,3,22,3774,28440.22,13.64653,13.17783
2000,3,3,23,7103,26734.39,13.24567,12.5278
2000,3,3,24,5459,24539.11,12.97774,11.54955
2000,3,3,25,7761,27143.54,13.46624,12.75068
2000,3,3,26,6618.5,34523.25,12.785,15.32424
2000,3,3,27,6003,33514.16,13.54273,15.24014
2000,3,3,28,24241,31915.49,12.8352,14.5673
2000,3,3,29,54485.5,25897.57,12.40696,11.77518
2000,3,3,30,21179,31286.65,13.77907,14.26376
2000,3,3,31,13331.5,28481.58,13.31789,13.04697
2000,3,3,32,8046,16755.71,11.64771,8.012917
2000,3,3,33,8815,43669.3,13.135,17.51335
2000,3,3,34,46005,40954.44,13.35606,18.41333
2000,3,3,35,35106.5,23910.85,12.62742,10.89642
2000,3,3,36,59340,17282.44,11.97647,7.914688
2000,3,3,37,22228,22768.2,12.62525,10.6337
2000,3,3,38,64764,20445.23,11.92934,9.521358
2000,3,3,39,21735,26242.27,13.25756,12.23192
2000,3,3,40,1152.5,15925.47,11.04425,7.036273
2000,3,3,41,5780,12610.12,10.85208,5.713692
2000,3,3,42,21109.5,16909.85,11.71899,7.837132
2000,3,3,43,3888.5,18356.31,11.2969,7.631866
2000,3,3,44,55080.5,29186.78,12.22271,13.08813
2000,3,3,45,24162.5,34377.76,12.98653,15.5404
2000,3,3,46,20213.5,26110.16,12.24726,12.02441
2000,3,3,47,125674,23377.16,11.94056,10.64265
2000,3,3,48,1328.5,37219.12,12.14302,16.49536
2000,3,3,49,27257.5,35553.73,12.75638,15.44014
2000,3,3,50,8944.5,28969.24,12.3136,12.99492
2000,3,3,51,1334,24264.09,12.00675,10.38661
2000,3,3,52,1751.5,23754.95,11.82586,10.78709
2000,3,3,53,4850.5,26073.04,12.89826,11.87577
2000,3,3,54,8461.5,22363.45,11.93973,10.32086
2000,3,3,55,8013,35774.79,12.59042,16.07467
2000,3,3,56,7150,26166.67,12.1314,11.49977
2000,3,3,57,2575,28081.83,11.79184,12.74191
2000,3,3,58,15464,25690.69,12.0893,11.70533
2000,3,3,59,6742.5,29139.31,12.56025,13.60708
2000,3,3,60,11158.5,20246.27,11.55438,9.421024
2000,3,3,61,59258.5,27130.5,12.09456,12.21787
2000,3,3,62,39706.5,27355.88,12.04726,12.46494
2000,3,3,63,12004.5,30071.37,12.6266,13.62358
2000,3,3,64,167061,27339.58,12.24835,11.65287
2000,3,3,65,14944.5,31087.13,12.10984,13.45556
2000,3,3,66,73391,21538.44,11.95162,9.845695
2000,4,3,0,935639,405.7921,12.04783,0.3611901
2000,4,3,1,115575,38401.15,14.61425,17.10006
2000,4,3,2,133768.5,33671.54,14.25157,15.69408
2000,4,3,3,262,34770.99,17.07634,16.42659
2000,4,3,4,4084,49349.24,15.34011,22.45742
2000,4,3,5,22853.5,41009.38,14.45921,19.13694
2000,4,3,6,2549,38965.01,17.13456,17.84587
2000,4,3,7,7151,93454.23,18.54174,36.69791
2000,4,3,8,63890.5,37886.91,15.00231,18.14317
2000,4,3,9,9426.5,31882.45,15.27895,15.4805
2000,4,3,10,8543.5,30738.96,16.75004,13.98149
2000,4,3,11,127559,16331.55,15.13763,7.962428
2000,4,3,12,2198,22697.11,16.75728,11.42262
2000,4,3,13,2705.5,39967.82,16.59989,18.73169
2000,4,3,14,34490.5,27665.91,15.24695,13.37827
2000,4,3,15,6896.5,59137.39,18.50062,25.30027
2000,4,3,16,10403.5,34303.56,14.65834,16.03711
2000,4,3,17,51730.5,25819.79,13.15537,12.37104
2000,4,3,18,5119,30958.67,13.3109,14.50871
2000,4,3,19,1655,31835.95,13.45076,14.54738
2000,4,3,20,22412.5,41527.08,14.65863,19.50001
2000,4,3,21,128450.5,21879.86,12.91616,10.22978
2000,4,3,22,100167,24621.21,13.13145,11.97495
2000,4,3,23,34565,19188.95,12.88834,9.250444
2000,4,3,24,19881,21378,13.04396,10.31439
2000,4,3,25,49357,24687.74,13.07693,11.72743
2000,4,3,26,8382.5,30778.07,13.05869,14.49056
2000,4,3,27,12406,23174.96,12.99283,11.2113
2000,4,3,28,21714,27884.74,12.87976,13.09384
2000,4,3,29,34989,21772.22,12.59895,10.35581
2000,4,3,30,87328,25746.89,13.37218,12.27238
2000,4,3,31,84999.5,21558.76,13.03772,10.4289
2000,4,3,32,42094,12160.38,11.33152,6.124562
2000,4,3,33,543,36073.48,13.50645,14.91367
2000,4,3,34,25316,34423.74,13.37287,15.98466
2000,4,3,35,16219,18321.03,12.58475,8.756638
2000,4,3,36,76259,12542.75,11.85853,6.162128
2000,4,3,37,145404,17726.36,12.17232,8.540164
2000,4,3,38,29214,14426.1,11.72893,7.190559
2000,4,3,39,72222.5,17947.42,12.81146,8.391725
2000,4,3,40,95,6993.684,12.36842,2.836139
2000,4,3,41,1511,13598.68,11.29318,6.566144
2000,4,3,42,2355,15259.87,11.61189,7.201738
2000,4,3,43,407,16269.29,11.59459,7.441602
2000,4,3,44,4301.5,31315.03,12.85354,14.39567
2000,4,3,45,4161,39382.28,13.19118,18.50233
2000,4,3,46,1852,28115.44,12.35448,13.34757
2000,4,3,47,5899.5,24267.46,12.14501,11.37316
2000,4,3,48,136,22266.18,12.94853,10.70489
2000,4,3,49,10853.5,27663.84,12.77422,12.48582
2000,4,3,50,1312,24366.92,12.18826,10.8557
2000,4,3,51,382,14380.63,11.94764,6.916599
2000,4,3,52,1743.5,16489.68,12.39346,7.985646
2000,4,3,53,8020,23246.28,13.04825,11.1831
2000,4,3,54,7332,16052.07,11.81015,7.715869
2000,4,3,55,1002.5,28768.48,12.3985,13.39791
2000,4,3,56,2086.5,18868.8,11.93194,8.494794
2000,4,3,57,1144,18240.82,11.78846,8.571292
2000,4,3,58,9370,21490.5,11.98991,9.918307
2000,4,3,59,2710,19112.14,12.37306,9.060112
2000,4,3,60,30392,15604.89,11.74278,7.491776
2000,4,3,61,37713,18514.93,11.99246,8.709369
2000,4,3,62,30824,20593.08,12.0582,9.616798
2000,4,3,63,17572,21415.52,12.34643,10.03281
2000,4,3,64,28105,18877.85,12.35921,8.75212
2000,4,3,65,1627,31491.95,12.77259,14.04426
2000,4,3,66,26270.5,18305.19,11.98017,8.840744
2000,0,4,0,8340074,2067.447,12.41773,
2000,0,4,1,2837520,74527.19,15.13666,
2000,0,4,2,1576146,52520.18,14.66624,
2000,0,4,3,44498.5,71720.34,16.67615,
2000,0,4,4,358652,68898.02,15.72047,
2000,0,4,5,329401,58118.3,15.03622,
2000,0,4,6,113265.5,64902.88,17.46264,
2000,0,4,7,244730,162461.4,18.89094,
2000,0,4,8,627024,43961.05,15.43762,
2000,0,4,9,114020.5,39956.04,16.47015,
2000,0,4,10,252049.5,44674.16,18.14859,
2000,0,4,11,1698766,18794.42,16.81037,
2000,0,4,12,75253,29115.62,17.54766,
2000,0,4,13,89664.5,57739.88,18.17482,
2000,0,4,14,307275,32671.09,16.27715,
2000,0,4,15,253691,126624.4,18.7988,
2000,0,4,16,386560,42477.96,15.0235,
2000,0,4,17,323986,33554.91,13.86958,
2000,0,4,18,180779.5,42518.68,13.5197,
2000,0,4,19,30525.5,41306.86,13.46872,
2000,0,4,20,378847,62104.48,15.04844,
2000,0,4,21,2376233,48188.95,13.68737,
2000,0,4,22,912836,26057.45,12.99223,
2000,0,4,23,251022,22770.35,13.07072,
2000,0,4,24,131190,22883.56,13.2027,
2000,0,4,25,465278,27042.29,12.90132,
2000,0,4,26,40391.5,35015.61,12.99951,
2000,0,4,27,82761,32046.3,13.06616,
2000,0,4,28,210382.5,35536.31,12.99818,
2000,0,4,29,479639.5,32516.19,12.75023,
2000,0,4,30,472503.5,32608.3,13.36497,
2000,0,4,31,515308,26179.18,13.05811,
2000,0,4,32,154762.5,14639.09,11.0716,
2000,0,4,33,70922,53488.23,13.47844,
2000,0,4,34,261458,47067.78,13.86518,
2000,0,4,35,143346,29989.39,13.01973,
2000,0,4,36,477384,16338.88,11.93278,
2000,0,4,37,411284.5,20449.68,12.39425,
2000,0,4,38,384433.5,24138.22,11.82324,
2000,0,4,39,451896.5,22584.3,12.97414,
2000,0,4,40,155733.5,34954.87,13.13489,
2000,0,4,41,65995,18174.24,10.86228,
2000,0,4,42,142986.5,23828.73,12.20166,
2000,0,4,43,36197.5,26392.34,11.82549,
2000,0,4,44,577079.5,39183.89,12.27787,
2000,0,4,45,220845.5,42864.68,12.87695,
2000,0,4,46,212937,36942.83,12.51181,
2000,0,4,47,1149279,34543.03,12.23942,
2000,0,4,48,22221,36749.5,12.00058,
2000,0,4,49,308909,46434.34,12.82324,
2000,0,4,50,154831.5,39101.43,12.36763,
2000,0,4,51,20243.5,28638.83,12.68501,
2000,0,4,52,31716.5,22490.22,11.97129,
2000,0,4,53,80712.5,29168.77,12.94339,
2000,0,4,54,71630.5,25489.38,11.87319,
2000,0,4,55,71542.5,44975.91,12.7317,
2000,0,4,56,53395.5,32189.81,11.77477,
2000,0,4,57,24698,34429.35,11.86975,
2000,0,4,58,134207.5,30259.54,11.79214,
2000,0,4,59,62866.5,32661.89,12.50591,
2000,0,4,60,142634,18664.72,11.2343,
2000,0,4,61,402614.5,30737.35,11.84014,
2000,0,4,62,369154,29710.03,11.87391,
2000,0,4,63,185999.5,33964.82,12.58202,
2000,0,4,64,908421,31624.29,12.10769,
2000,0,4,65,159296,38663.88,12.07743,
2000,0,4,66,344523.5,26133.08,11.74926,
2000,1,4,0,2200805,1094.603,12.16606,0.9946029
2000,1,4,1,1742056,89268.62,15.31024,35.38745
2000,1,4,2,657495,70709.25,15.51888,29.58868
2000,1,4,3,37347.5,77036.02,16.64596,31.19541
2000,1,4,4,324037,70632.23,15.77564,30.38264
2000,1,4,5,194973.5,64401.06,15.31697,28.09311
2000,1,4,6,83844.5,69779.93,17.49353,30.02546
2000,1,4,7,195273,173983.8,18.91812,67.7613
2000,1,4,8,67448.5,65595.74,16.26093,29.02066
2000,1,4,9,28851,59541.26,16.28462,26.08803
2000,1,4,10,124305,55534.69,18.20969,23.12356
2000,1,4,11,354296,27923.79,17.43542,12.57593
2000,1,4,12,12992,40659.34,17.80757,18.60041
2000,1,4,13,43544,72566.12,18.13924,30.94528
2000,1,4,14,124657,36507.3,16.87634,14.96015
2000,1,4,15,190585,138898.5,18.86467,54.89881
2000,1,4,16,198041,50320.57,15.12737,21.56005
2000,1,4,17,53739,48013.7,14.71284,21.20459
2000,1,4,18,138401.5,44759.65,13.54305,20.06281
2000,1,4,19,16957.5,46744.66,13.67354,20.65608
2000,1,4,20,226706,72200.37,15.43675,32.2093
2000,1,4,21,1317832,61811.41,14.12456,25.19008
2000,1,4,22,21407.5,41738.62,14.42945,18.29316
2000,1,4,23,27734,37305.82,14.25532,16.33153
2000,1,4,24,18902.5,34769.1,13.77011,15.78853
2000,1,4,25,34828.5,39001.43,14.03174,17.41446
2000,1,4,26,16406,38738.6,13.35264,17.60883
2000,1,4,27,25281,43641.98,13.81909,19.86299
2000,1,4,28,121357.5,38571.25,13.18361,17.42034
2000,1,4,29,254594,38126.39,12.97376,16.60507
2000,1,4,30,110634.5,45183.94,14.32488,19.76244
2000,1,4,31,63895.5,41979.69,14.04352,18.82923
2000,1,4,32,12146.5,19418.36,11.28621,9.229778
2000,1,4,33,63452,54018.19,13.48819,21.13533
2000,1,4,34,192355.5,49704.73,13.93674,22.14057
2000,1,4,35,83164,32787.43,13.24631,14.61615
2000,1,4,36,114575,24519.31,12.25156,10.61147
2000,1,4,37,30101.5,32833.23,13.53652,14.77328
2000,1,4,38,228812.5,27270.06,12.04731,12.46017
2000,1,4,39,87237.5,35413.53,13.73109,15.75378
2000,1,4,40,133794,36609.53,13.14452,13.09078
2000,1,4,41,43972.5,21045.87,10.70911,8.416113
2000,1,4,42,103344,25660.79,12.20212,11.37053
2000,1,4,43,30771,27594.33,11.836,11.41663
2000,1,4,44,513090.5,39579.81,12.2741,17.02861
2000,1,4,45,183496.5,43715.09,12.85186,19.2644
2000,1,4,46,185016.5,37770.8,12.52243,16.63833
2000,1,4,47,1027690,35487.95,12.27083,15.67209
2000,1,4,48,20284,37238.48,12.00961,15.57918
2000,1,4,49,225327.5,50424.18,12.88609,21.15645
2000,1,4,50,137051,39762.9,12.37637,17.17189
2000,1,4,51,17296,29583.95,12.82175,12.77292
2000,1,4,52,12347.5,29021.11,11.74679,12.61432
2000,1,4,53,26821,40327.54,13.24181,17.66827
2000,1,4,54,39692,31570.34,12.00203,13.86512
2000,1,4,55,62193,45530.77,12.76444,20.50321
2000,1,4,56,37076,35131.55,11.83845,15.24629
2000,1,4,57,17733.5,36654.74,11.89568,15.85203
2000,1,4,58,83909.5,33521.66,11.89887,14.60696
2000,1,4,59,42151,36330.03,12.56651,16.49808
2000,1,4,60,27643,26755.63,11.37814,12.1853
2000,1,4,61,223178,35388.99,11.95154,15.726
2000,1,4,62,205065,33789.2,11.94296,14.98023
2000,1,4,63,96320.5,41410.81,12.94894,18.19773
2000,1,4,64,680135,33789.01,12.1039,13.65648
2000,1,4,65,141230.5,39092.76,12.08263,16.19032
2000,1,4,66,203666,29135.77,11.86691,13.19315
2000,2,4,0,4757061,1217.891,12.73449,1.088827
2000,2,4,1,925967.5,50163.21,14.80557,21.53836
2000,2,4,2,777316,38701.17,13.98438,17.65323
2000,2,4,3,5849,41372.86,16.88263,19.27943
2000,2,4,4,21829,49670.04,15.00229,22.4906
2000,2,4,5,105970.5,48565.66,14.67141,22.25196
2000,2,4,6,25366,50726.93,17.50499,23.01873
2000,2,4,7,39072,104720.6,18.80513,43.07747
2000,2,4,8,502695.5,39640.55,15.35366,19.44401
2000,2,4,9,77010,31598.78,16.67124,15.5883
2000,2,4,10,112576.5,32098.25,18.13023,14.13302
2000,2,4,11,1181928,15556.85,16.72026,7.319013
2000,2,4,12,58410,25838,17.53176,12.61848
2000,2,4,13,42881.5,41495.09,18.24976,19.98861
2000,2,4,14,138858,28711.34,15.97342,13.76774
2000,2,4,15,53533,87973.91,18.6328,37.41323
2000,2,4,16,171882,32290.82,14.9492,14.91881
2000,2,4,17,223565.5,29657.33,13.81116,14.74842
2000,2,4,18,30176,32608.3,13.51334,15.34012
2000,2,4,19,9493,33013.29,13.20568,15.23218
2000,2,4,20,130993,43658.22,14.45147,20.41603
2000,2,4,21,929331.5,30327.39,13.11841,13.67768
2000,2,4,22,818481.5,25049.74,12.94939,12.23598
2000,2,4,23,196802,19791.3,12.90499,9.790222
2000,2,4,24,94530,19783.05,13.13566,9.744781
2000,2,4,25,397033.5,25256.48,12.79671,12.36431
2000,2,4,26,13690.5,29475.89,12.6629,14.14159
2000,2,4,27,42301,25857.56,12.70698,12.39897
2000,2,4,28,55362.5,29427.35,12.6556,13.97782
